t,m,d,a,psi,dlnA,dlnR,dg,dlnr_star,s_L_star,dlnw_common,dlnYL_star,ell_N_tilde,l_C_star,l_N_star,dln_tfp,l_C,l_N,U_C,U_N,G_C,B_N,q_C,q_N,N_C,x_C,dlnw_C_clear,l_C_demand,E,Z,D_C,v_C,v_N,S_C,S_N,H_C,H_N,f_C,f_N,dlnY,dlnw_C_paid,dlnw_C_mpl,dlnw_N,dlnw_avg,dlnr,dlnK,s_L,u_excess,u_rate,u_rate_C,u_rate_N,reallocation,overhang,cog_shift
2024.0,0.03752174532154342,0.029972248723889428,0.2857142857142857,0.47,0.0,0.0005285241256103731,8.828685778892043e-06,0.0002907489560720933,0.5997461806812392,0.00010552706673041666,0.000528648768028024,0.00047588523466281566,0.60011582563563,0.36188417436436987,0.00017966077650987273,0.6002879999999999,0.361712,0.017407693275154762,0.020592306724845237,0.00031380398668745535,0.0005205638643639432,0.00634508755984054,0.014031313412977134,0.6002879999999999,-3.2214503806098646e-05,-0.0004684437004051382,0.5999104689805566,0.00037753101944337786,0.0,0.0,0.00520603124270611,0.008068236404449453,0.018725600905544856,0.021706399094455143,0.0034280451137190197,0.0050247873972682966,0.1978825760653063,0.24320506630286814,0.0005285241256103731,7.331256292431802e-05,-0.0004684437004051382,0.0010570482512207461,0.0004433107179865629,0.0002907133439521204,0.0008721400318563613,0.5997461878081842,0.0,0.038,0.028181665283847857,0.053863653541486464,0.00021567092368454666,0.00018837276756063917,-0.000286860741149992
2024.0833333333333,0.03933506599266323,0.031237752920887655,0.28785714285714087,0.47,7.357238149076702e-07,0.00017047312315994988,2.811998235878388e-06,0.0003181062215981001,0.599722910488799,0.00011801840897308159,0.0005799409307577915,0.0005205638643637969,0.6000996567854107,0.36190034321458936,0.00019810673065209905,0.5999071651925973,0.36166149296003347,0.017771894007633987,0.020659447839735036,0.0,0.0007089634607611028,0.006011397059841047,0.013929222210060844,0.6002713659250766,-6.969503485460857e-05,-0.000581992478972529,0.5998322038759811,7.496131661621774e-05,0.0,0.0,0.005357705322405722,0.008035783868829931,0.01909409866937703,0.021796849056223613,0.003522542471621323,0.005013625609194187,0.19920433588661396,0.24182300399958617,0.00017047312315994988,4.832337411847302e-05,-5.9282205691642503e-05,0.0006194966204344181,0.00026318912957154267,0.0002011154194269693,0.000603346258280908,0.5997463241728898,0.0004313418473690239,0.03843134184736902,0.028772051995165533,0.05403692457054014,5.388769423175788e-05,0.0,-0.00031380398668744765
2024.1666666666667,0.04122985871974449,0.032554896661323454,0.2900000000000019,0.47,9.700570012308692e-07,0.00012368962877273675,2.019407024119668e-06,0.000347799224150549,0.5996976015762775,0.0001313620361205845,0.0006354864583574408,0.0005693204117965331,0.6000820113439989,0.3619179886560011,0.00021799977605279085,0.5998234274952023,0.36163745526896496,0.01783793583341232,0.020701181402420207,0.0,0.0008286203154093119,0.006032478331254119,0.013885947676802016,0.6002536700534599,-0.00010951512670565455,-0.0006478136973883441,0.5997871641650401,3.626333016226724e-05,0.0,0.0,0.005434839066309776,0.008027639538142256,0.019162811443167213,0.021842809295758596,0.0035668759441493695,0.0050119740716312354,0.20082052953058302,0.24136913728981757,0.00012368962877273675,2.184690941492994e-05,-3.0217519505486507e-05,0.0006586289416717437,0.0002614094151970377,0.00020157155855031304,0.0006047146756509392,0.5997268681490058,0.0005391172358325327,0.03853911723583253,0.02887979869306152,0.0541435769679029,3.062529749969789e-05,0.0,-0.0003432086041409897
2024.25,0.04320917922655725,0.033925633031365664,0.2921428571428571,0.47,1.1383409199075082e-06,0.0001261444931288636,2.05236970031748e-06,0.00038015525198261465,0.5996700563514692,0.0001460445612378309,0.0006961018959242033,0.000622510444845334,0.6000627604022466,0.3619372395977533,0.00023976308053589557,0.5997718816104084,0.3616277505587595,0.01787413394255728,0.020726233888274704,0.0,0.0009134638972276843,0.006058255644435635,0.013871736399944011,0.6002383222778109,-0.00015050482720368525,-0.0006937903612070754,0.5997581760395838,1.370557082458479e-05,0.0,0.0,0.005492048484176431,0.008031411091849893,0.01920061291140686,0.02187017846059837,0.0035992575786234857,0.005015188019861155,0.2021315902555793,0.24131342467691547,0.0001261444931288636,-4.4602659658543475e-06,-2.4140625447959187e-05,0.0007170420417741376,0.00026699186671934544,0.00021731027975420143,0.0006519308392626043,0.5997026508837704,0.000600367830831984,0.03860036783083198,0.02893912288344471,0.05420692533974578,1.776530965560963e-05,0.0,-0.0003752896367083275
2024.3333333333333,0.04527613859593218,0.035351975768994674,0.2942857142857123,0.47,1.3093717282672982e-06,0.00015860579953958637,2.586378899264208e-06,0.0004154230627909783,0.5996400827498075,0.00016226162395408024,0.0007623036968506762,0.0006805181990095024,0.6000417646268763,0.3619582353731237,0.00026361383253367687,0.5997375678018918,0.3616265337479649,0.017894778211446985,0.02074112023869621,0.0,0.0009800690853456473,0.006079166271719889,0.013869991950859303,0.600224652738184,-0.0001921552745358162,-0.0007303356269186128,0.599736826512792,7.41289099770448e-07,0.0,0.0,0.005530429447126569,0.008039874972015653,0.019222209906723544,0.021886386044228816,0.003620815067214854,0.005020129845384586,0.20304604713151686,0.24142769893053304,0.00015860579953958637,-2.9893650581735958e-05,-3.095823587508e-05,0.0007885232668522361,0.0002780404930321344,0.00024293794927416457,0.0007288138478224937,0.5996746093238532,0.0006358984501431963,0.038635898450143195,0.028973188219420937,0.05424391949068936,1.4731029966408293e-05,0.0,-0.00041027954789439136
2024.4166666666667,0.047433898008518265,0.03683599998784514,0.2964285714285733,0.47,1.5249033032059821e-06,0.0002112480811933471,3.4553679471436503e-06,0.0004538626071507679,0.5996074756177014,0.0001801992528825662,0.0008346206436882823,0.0007437585655953961,0.6000188735315695,0.3619811264684305,0.00028976797929407765,0.5997124784750422,0.36163090648104806,0.01790721862538206,0.020749396418527695,0.0,0.0010368979181956117,0.006093751306978501,0.01387357005654749,0.6002120038252695,-0.00023427055725466745,-0.0007623304888736189,0.5997187939638258,0.0,6.315488783603662e-06,0.0,0.005546988840101325,0.008050102783060828,0.019235179996167834,0.021895458410552147,0.0036302216671995837,0.005025572796343005,0.20341789177323563,0.2416044159611591,0.0002112480811933471,-5.407130437210124e-05,-4.5000298004918434e-05,0.0008694087487723252,0.00029341653075100517,0.00027575616072226703,0.0008272684821668011,0.5996431302749533,0.0006566150439097571,0.038656615043909756,0.02899392410807515,0.05426376897864714,1.6369056492215872e-05,0.0,-0.0004484294456274721
2024.5,0.04968566271264536,0.03837984279405758,0.29857142857142854,0.47,1.8128506321346197e-06,0.00027521503319309355,4.5101145887807e-06,0.0004957496898850877,0.5995720150929917,0.00020004578999538805,0.000913608493664924,0.0008126791733511627,0.5999939247126032,0.36200607528739676,0.0003184492545472624,0.5996882014427232,0.3616393675617135,0.01791906866460303,0.02075336233096034,0.0,0.0010885845736292588,0.0060996820045902764,0.01387910334328939,0.6001995768321714,-0.0002767920321012008,-0.0007918364220686119,0.5997016735653381,0.0,1.347212261493258e-05,0.0,0.005554874909416261,0.008060803399466595,0.01924728385378449,0.021900182725494932,0.0036348906906393382,0.005031025621161348,0.20355455513350545,0.24181181734990978,0.00027521503319309355,-7.674624210581276e-05,-5.7393522668935575e-05,0.000950261239877024,0.0003097248536432826,0.00031335155832039167,0.000940054674961175,0.5996085320859359,0.0006724309955633695,0.03867243099556337,0.029013694514135335,0.054272376822606404,1.740605291827846e-05,0.0,-0.0004900103671084173
2024.5833333333333,0.05203467517700594,0.039985703783077434,0.3007142857142837,0.47,2.1886935145330115e-06,0.00035080227673383517,5.754852980927238e-06,0.0005413776036994022,0.5995334655669377,0.00022199413069525607,0.0009998539736726286,0.0008877625615677341,0.5999667430494826,0.3620332569505173,0.0003498911846388256,0.5996651848026572,0.36165116302748407,0.01792946794487831,0.020754184224980498,0.0,0.0011377343324572298,0.006101861702704584,0.013885597405296653,0.6001869594723808,-0.00031974444474164337,-0.0008200876411439345,0.5996840778435077,0.0,1.889304085056498e-05,0.0,0.005558701164872927,0.008071764942257354,0.01925773573527706,0.02190167017345271,0.0036373037922140124,0.005036439611901103,0.2035921856932187,0.2420448706846515,0.00035080227673383517,-9.775031404638732e-05,-7.060667134264799e-05,0.0010358276418566924,0.0003288571666817578,0.00035593426171999455,0.0010678027851599835,0.59957059577177,0.0006836521698588074,0.038683652169858807,0.02903112561793445,0.05427273539477615,1.8233697161362805e-05,0.0,-0.0005353146239151861
2024.6666666666667,0.05448420737879796,0.04165584540234789,0.30285714285714477,0.47,2.668264596276948e-06,0.0004382172099720394,7.192334100849717e-06,0.0005910617797371744,0.5994915740195275,0.0002462534263101963,0.0010939892869588261,0.0009695284415055895,0.599937139871413,0.362062860128587,0.00038434598174324434,0.5996434145692786,0.3616658601884282,0.01793824240325663,0.02075248283903661,0.0,0.0011861037049327727,0.006102461887420408,0.01389289466987106,0.6001739636973805,-0.0003632176065832297,-0.0008480590267488564,0.5996650583138935,0.0,2.1643744614885385e-05,0.0,0.005560088995979215,0.008083138445646216,0.019266401304954973,0.021900530352845036,0.0036383365305398116,0.005041917761848347,0.20357761208387715,0.24230497034757975,0.0004382172099720394,-0.00011696418027303344,-8.586402082982649e-05,0.00112890148184135,0.00035194025202230127,0.0004036983291689466,0.00121109498750684,0.5995290925824416,0.0006907252422932372,0.038690725242293236,0.029045944290496263,0.05426644201935207,1.9148306736993526e-05,0.0,-0.0005846572062620144
2024.75,0.0570375521819477,0.04339259316505037,0.30499999999999994,0.47,3.2676257713477577e-06,0.0005374678797397589,8.82197458602143e-06,0.0006451411145235397,0.5994460689999002,0.0002730501850971939,0.0011966949471205364,0.0010585360416862654,0.5999049120908809,0.36209508790911904,0.0004220857469468252,0.5996224500163668,0.3616831922489904,0.017945718933271553,0.020748638801371337,0.0,0.0012350324876635455,0.006102229447147188,0.013901038797300966,0.6001604756744836,-0.0004073537532295413,-0.0008765479319999043,0.5996438890565692,0.0,2.1439040202353432e-05,0.0,0.005559605787195717,0.008095133935313801,0.01927363181655932,0.021897164813100715,0.0036383078321890415,0.005047581102713036,0.20352409545513184,0.2425943585939369,0.0005374678797397589,-0.00013430356813234738,-0.0001034926980906381,0.001230960046805994,0.0003795841697032701,0.0004567905238445746,0.0013703715715337238,0.5994837895084485,0.0006943577346428878,0.03869435773464289,0.029058685074060214,0.05425447652823383,2.0267477199797934e-05,0.0,-0.0006383772446405262
2024.8333333333333,0.0596980137627046,0.045198335699144256,0.30714285714285516,0.47,4.002790320182877e-06,0.0006485968178564583,1.0643776061625876e-05,0.000703979296754369,0.5993966595896143,0.0003026293071921666,0.001308702579870896,0.0011553865311147212,0.5998698413061133,0.36213015869388665,0.0004634036352047901,0.5996017240768954,0.3617030012639186,0.017952366491745843,0.020742908167440267,0.0,0.0012856040018605075,0.006101375889218202,0.013910099996106519,0.6001463972934865,-0.000452337155206825,-0.0009062006350445343,0.5996199819061928,0.0,1.8257829297430028e-05,0.0,0.005557430776528062,0.008107942501312238,0.01927991261446202,0.021891859622912003,0.00363733018494289,0.005053535303087235,0.2034328735727806,0.24291502158274111,0.0006485968178564583,-0.00014970784801465837,-0.00012346436887308683,0.0013429478234268006,0.00041218411219165403,0.0005153776504675992,0.0015461329514027977,0.5994344350332056,0.0006952746591861111,0.03869527465918611,0.02907011185889058,0.05423749517489137,2.163785204387092e-05,0.0,-0.0006968395262951189
2024.9166666666667,0.062468897043294114,0.04707552461490892,0.3092857142857162,0.47,4.889771658651699e-06,0.0007717686692429524,1.2659787588334302e-05,0.0007679662538657796,0.5993430343283177,0.000335255449496461,0.0014307981234211883,0.001260725512843632,0.59983169287472,0.3621683071252799,0.0005086152680105975,0.5995806587594219,0.36172521165053284,0.017958660491314723,0.020735469098730648,0.0,0.0013387209144986034,0.006099920955250882,0.013920140456034357,0.6001316259755819,-0.0004983856870965263,-0.0009375354781255789,0.5995928433695334,0.0,1.2184610111543037e-05,0.0,0.005553608681168683,0.008121726832049573,0.019285730513633484,0.02188482337017479,0.0036354428840880072,0.005059867932681277,0.20330137021792488,0.24326869614516136,0.0007717686692429524,-0.00016313023760006532,-0.00014561308435174483,0.0014655982388604614,0.00045004758625734223,0.0005796721240994884,0.0017390163722984654,0.5993807532300728,0.0006941295900453684,0.03869412959004537,0.029080999268360844,0.054215949880412846,2.3276960329388086e-05,0.0,-0.0007604360631324344
2025.0,0.06535349609909366,0.049026674173384105,0.3114285714285714,0.47,5.9447539576795576e-06,0.0009072978082020392,1.4874560455387153e-05,0.0008375196585302549,0.599284860118046,0.00037121454942934086,0.0015638252301756563,0.001375245578482146,0.5997902149614345,0.3622097850385655,0.0005580602673698388,0.5995587070187802,0.36174981383054994,0.017965034830881653,0.02072644431978833,0.0,0.0013951531099323233,0.0060978235561086535,0.013931214559986048,0.6001160485745071,-0.0005457443059880702,-0.0009709669316136934,0.5995620462143606,0.0,3.3391955803763196e-06,0.0,0.005548142568225989,0.008136627801630214,0.019291527267348105,0.021876206548964758,0.003632660826896793,0.005066652609092149,0.203126194106222,0.24365705018610787,0.0009072978082020392,-0.00017452975655872933,-0.0001697282217531845,0.0015995792577726518,0.0004934542554569588,0.0006499403951102067,0.0019498211853306202,0.5993224412810455,0.0006914791506699852,0.038691479150669984,0.029092055273974064,0.054190146128342116,2.5190357808041464e-05,0.0,-0.0008295877067147144
2025.0833333333333,0.06835508151054379,0.05105436073719915,0.3135714285714266,0.47,7.184300662295154e-06,0.0010556516654656456,1.7295195868913458e-05,0.000913086465457127,0.59922178111704,0.00041081543528995857,0.001708688780245221,0.0014996889122690941,0.5997451375635214,0.3622548624364786,0.0006121038560887126,0.5995353646387479,0.3617768521661337,0.017971868885628114,0.020715914309490498,0.0,0.0014555737305346206,0.006095029602853031,0.013943374532674132,0.6000995402492213,-0.0005946802800107039,-0.0010068286435258784,0.5995272079066062,8.156732141717526e-06,0.0,0.0,0.00553174327624113,0.00815277256522365,0.019297687401435507,0.0218661139181707,0.0036239446186369165,0.005073953511834656,0.20264262417585796,0.24406508844396696,0.0010556516654656456,-0.0001838648447207453,-0.00019559619981336757,0.0017455666290080857,0.0005426875397158865,0.0007265044326641145,0.0021795132979923436,0.5992591683804623,0.0006877831951186131,0.03868778319511861,0.029103900181144483,0.05416027733118111,2.9902270811926757e-05,0.0,-0.0009047458049556952
2025.1666666666667,0.07147688663773517,0.05316122198423423,0.3157142857142876,0.47,8.625566984704608e-06,0.001212657207766735,1.9851190193413614e-05,0.0009951444603893832,0.5991534176324453,0.00045439149140432127,0.0018663584603602018,0.001634849931165689,0.5996961715181385,0.3623038284818615,0.0006711384982613819,0.5995051234619544,0.36180641553096404,0.017984188008730435,0.020704272998351342,0.0,0.0015205879565423075,0.0060873169543182015,0.013956150848994073,0.6000816181955301,-0.0006454519380777552,-0.0010448952262809767,0.599487954087824,1.7169374130432402e-05,0.0,0.0,0.0055107745024013015,0.008169982356506867,0.01930926148062492,0.02185526103091009,0.003612898484918572,0.005081718073727155,0.20198810889462868,0.24449177390386478,0.001212657207766735,-0.00019106044667343395,-0.0002157600081339921,0.0018947088714076435,0.0005944659697584055,0.0008083726739323538,0.0024251180217970615,0.5991908493007679,0.000688461007081774,0.03868846100708177,0.029124695237067646,0.05412730577008329,3.4386188887625124e-05,0.0,-0.0009863938940108301
2025.25,0.07472209280404413,0.05534995586381088,0.31785714285714284,0.47,1.0279832834155743e-05,0.0013801678690074017,2.2573060082915418e-05,0.0010842020678182964,0.5990793653699482,0.0005022968558831794,0.0020378662894716976,0.0017815779451130298,0.5996430074967096,0.3623569925032904,0.0007355815638048199,0.5994686442446223,0.3618387086914072,0.0180009735850921,0.0206916734788785,0.0,0.0015905384575256587,0.006076877830609669,0.01396951103838753,0.6000619245545596,-0.0006983106932776228,-0.0010849476503655244,0.5994440119740825,2.4632270539837187e-05,0.0,0.0,0.005489620404295559,0.008188292720722532,0.019325240687740323,0.021843735788324395,0.0036018670070876346,0.005089965452540396,0.20129458115220916,0.24494558290118745,0.0013801678690074017,-0.0001960138373944434,-0.00023145855720041402,0.002049573181963279,0.0006498231648521994,0.0008962882334026288,0.0026888647002078865,0.5991170328672396,0.0006926470639706042,0.0386926470639706,0.029152808600303313,0.05409158185418975,3.814316231404158e-05,0.0,-0.001075049417642314
2025.3333333333333,0.07809381338481447,0.05762331927428024,0.319999999999998,0.47,1.2160921174398695e-05,0.0015611097390272922,2.5509165468215e-05,0.0011808020292346558,0.5989991939230709,0.0005549149474601178,0.0022243177534517393,0.0019407798191344808,0.5995853149921827,0.36241468500781726,0.000805881944844784,0.5994276135373542,0.36187396430876717,0.018020372861304784,0.020678049292574066,0.0,0.0016657513804072543,0.00606581648169079,0.013983720508178553,0.6000402931235043,-0.0007535179401487309,-0.001127031751164048,0.5993951033709588,3.251016639538307e-05,0.0,0.0,0.005467230051634418,0.008207907363913304,0.019343768016029526,0.02183135315569757,0.0035902136804354967,0.005098781415287188,0.2005479363094651,0.24543158955924715,0.0015611097390272922,-0.00019860299268861304,-0.00024539681016552727,0.0022147160850188724,0.0007105545455364561,0.0009913140251092047,0.002973942075327614,0.5990371845445587,0.0006984221538788513,0.03869842215387885,0.029185248406769965,0.0540529092969897,4.212062827335661e-05,0.0,-0.0011712654650613175
